model_id,model_make_id,model_name,model_trim,model_year
28446,nissan,Sentra,2.0 S,2007
28498,nissan,Sentra,SE-R,2007
28858,nissan,Sentra,2,2007
28886,nissan,Sentra,2.0 SL,2007
27712,nissan,Sentra,2.0 S,2008
27943,nissan,Sentra,2,2008
28496,nissan,Sentra,2.0 SL,2008
28656,nissan,Sentra,SE-R,2008
27892,nissan,Sentra,2.0 SL,2009
28109,nissan,Sentra,SE-R,2009
28454,nissan,Sentra,2,2009
28902,nissan,Sentra,2.0 S,2009
45719,nissan,Sentra,2,2010
45720,nissan,Sentra,2.0 SR,2010
45721,nissan,Sentra,2.0 S,2010
45722,nissan,Sentra,2.0 SL,2010
45723,nissan,Sentra,SE-R,2010
45724,nissan,Sentra,SE-R Spec V,2010
45725,nissan,Sentra,2,2011
45726,nissan,Sentra,2.0 SR,2011
45727,nissan,Sentra,2.0 S,2011
45728,nissan,Sentra,2.0 SL,2011
45729,nissan,Sentra,SE-R,2011
45730,nissan,Sentra,SE-R Spec V,2011
49351,nissan,Sentra,2,2012
49352,nissan,Sentra,2.0 SR,2012
49353,nissan,Sentra,2.0 S,2012
49354,nissan,Sentra,2.0 SL,2012
49355,nissan,Sentra,SE-R,2012
49356,nissan,Sentra,SE-R Spec V,2012
20150,kia,Sephia II,,2005
39052,toyota,Sequoia,SR5 4x4,2005
39832,toyota,Sequoia,Limited 4x4,2005
40113,toyota,Sequoia,,2005
40561,toyota,Sequoia,Limited,2005
39222,toyota,Sequoia,,2006
39664,toyota,Sequoia,Limited,2006
39671,toyota,Sequoia,SR-5,2006
40304,toyota,Sequoia,SR-5 4x4,2006
39657,toyota,Sequoia,SR5,2007
39964,toyota,Sequoia,,2007
40103,toyota,Sequoia,Limited,2007
40290,toyota,Sequoia,SR5 4x4,2007
40512,toyota,Sequoia,Limited 4x4,2007
38714,toyota,Sequoia,SR5 4.7 4WD,2008
39143,toyota,Sequoia,Limited 4x4,2008
39207,toyota,Sequoia,SR5 4.7,2008
39367,toyota,Sequoia,Platinum,2008
39649,toyota,Sequoia,SR5 5.7 4x4,2008
39999,toyota,Sequoia,SR5 5.7,2008
40158,toyota,Sequoia,Limited,2008
40657,toyota,Sequoia,Platinum 4x4,2008
38669,toyota,Sequoia,,2009
46005,toyota,Sequoia,SR5,2010
46006,toyota,Sequoia,Limited,2010
46007,toyota,Sequoia,Platinum,2010
46008,toyota,Sequoia,4.6 2WD,2011
46009,toyota,Sequoia,5.7 FFV,2011
46010,toyota,Sequoia,5.7 Limited,2011
46011,toyota,Sequoia,5.7 Limited FFV,2011
46012,toyota,Sequoia,5.7 Platinum,2011
46013,toyota,Sequoia,5.7 Platinum FFV,2011
13583,ford,Shelby GT 500,Coupe,2008
14422,ford,Shelby GT 500,Convertible,2008
14266,ford,Shelby GT 500,Convertible,2009
14426,ford,Shelby GT 500,,2009
14877,ford,Shelby GT 500,Coupe,2009
44970,ford,Shelby GT 500,,2010
44971,ford,Shelby GT 500,,2011
48955,ford,Shelby GT500,Convertible,2012
48956,ford,Shelby GT500,Coupe,2012
39044,toyota,Sienna,XLE Limited,2005
39469,toyota,Sienna,,2005
39475,toyota,Sienna,XLE Limited AWD,2005
39567,toyota,Sienna,XLE,2005
39837,toyota,Sienna,CE,2005
40477,toyota,Sienna,XLE AWD,2005
40615,toyota,Sienna,LE AWD,2005
40068,toyota,Sienna,,2006
39083,toyota,Sienna,XLE 4WD,2007
39258,toyota,Sienna,,2007
39383,toyota,Sienna,XLE,2007
39395,toyota,Sienna,LE 4WD,2007
39860,toyota,Sienna,XLE Limited 4WD,2007
39889,toyota,Sienna,XLE Limited,2007
38616,toyota,Sienna,LE,2008
38676,toyota,Sienna,XLE Limited,2008
38854,toyota,Sienna,XLE AWD,2008
39641,toyota,Sienna,XLE Limited 4WD,2008
40161,toyota,Sienna,LE AWD,2008
40623,toyota,Sienna,XLE,2008
38787,toyota,Sienna,XLE Limited AWD,2009
39522,toyota,Sienna,LE AWD,2009
39602,toyota,Sienna,LE,2009
39773,toyota,Sienna,XLE Limited FWD,2009
39921,toyota,Sienna,XLE FWD,2009
39963,toyota,Sienna,XLE AWD,2009
40308,toyota,Sienna,CE,2009
46014,toyota,Sienna,CE 7 Passenger,2010
46015,toyota,Sienna,CE 8 Passenger,2010
46016,toyota,Sienna,LE 7 Passenger,2010
46017,toyota,Sienna,LE 8 Passenger,2010
46018,toyota,Sienna,XLE 7 Passenger,2010
46019,toyota,Sienna,Limited 7 Passenger,2010
46020,toyota,Sienna,7 Passenger,2011
46021,toyota,Sienna,LE 8 Passenger,2011
46022,toyota,Sienna,SE 8 Passenger,2011
46023,toyota,Sienna,LE 7 Passenger,2011
46024,toyota,Sienna,XLE 8 Passenger,2011
46025,toyota,Sienna,XLE 7 Passenger,2011
46026,toyota,Sienna,LE 7 Passenger Mobility,2011
46027,toyota,Sienna,Limited 7 Passenger,2011
46028,toyota,Sienna,XLE 7 Passenger Mobility,2011
49474,toyota,Sienna,7 Passenger,2012
49475,toyota,Sienna,LE 8 Passenger,2012
49476,toyota,Sienna,LE 7 Passenger,2012
49477,toyota,Sienna,XLE 8 Passenger,2012
49478,toyota,Sienna,SE 8 Passenger,2012
49479,toyota,Sienna,XLE 7 Passenger,2012
49480,toyota,Sienna,LE 7 Passenger Mobility,2012
49481,toyota,Sienna,Limited 7 Passenger,2012
49482,toyota,Sienna,XLE 7 Passenger Mobility,2012
16065,gmc,Sierra,Hybrid 1500 Extended Cab SLE,2005
16148,gmc,Sierra,C3,2005
16162,gmc,Sierra,1500 Crew Cab SLE,2005
16186,gmc,Sierra,1500 Cab,2005
16191,gmc,Sierra,3500 Extended Cab SLE,2005
16246,gmc,Sierra,1500 Regular Cab 4WD SLE,2005
16250,gmc,Sierra,1500 HD Crew Cab SLE Short,2005
16278,gmc,Sierra,3500 Crew Cab SLE,2005
16297,gmc,Sierra,3500 Regular Cab 4WD SLE,2005
16298,gmc,Sierra,2500 HD Crew Cab,2005
16311,gmc,Sierra,2500 HD Extended Cab SLE,2005
16324,gmc,Sierra,1500 Extended Cab 4WD SLE,2005
16345,gmc,Sierra,Crew Cab Denaly,2005
16084,gmc,Sierra,3500 Crew Cab 4WD,2006
16090,gmc,Sierra,1500 Hybrid Extended Cab,2006
16125,gmc,Sierra,1500 Regular Cab,2006
16159,gmc,Sierra,,2006
16160,gmc,Sierra,Crew Cab Denali Short 4WD,2006
16218,gmc,Sierra,1500 Crew Cab,2006
16243,gmc,Sierra,3500 Regular Cab,2006
16257,gmc,Sierra,1500 Extended Cab 4WD,2006
16262,gmc,Sierra,3500 Crew Cab,2006
16328,gmc,Sierra,2500 HD Crew Cab 4WD,2006
16348,gmc,Sierra,2500 HD Crew Cab,2006
16046,gmc,Sierra,,2007
16055,gmc,Sierra,Classic Denali Crew Cab 4WD,2007
16069,gmc,Sierra,2500HD Regular Cab,2007
16079,gmc,Sierra,Classic 3500 Extended Cab,2007
16108,gmc,Sierra,Denali Crew Cab AWD,2007
16119,gmc,Sierra,1500 Extended Cab,2007
16134,gmc,Sierra,1500 Regular Cab,2007
16136,gmc,Sierra,2500HD Crew Cab,2007
16188,gmc,Sierra,Classic 3500 Crew Cab,2007
16233,gmc,Sierra,3500HD Crew Cab,2007
16304,gmc,Sierra,2500HD Extended Cab,2007
16338,gmc,Sierra,3500HD Extended Cab,2007
16353,gmc,Sierra,3500HD Regular Cab 4WD,2007
16367,gmc,Sierra,1500 Crew Cab,2007
16042,gmc,Sierra,3500 HD,2008
16063,gmc,Sierra,2500 HD,2008
16097,gmc,Sierra,2500 HD Regular Cab,2008
16112,gmc,Sierra,1500 Crew Cab,2008
16117,gmc,Sierra,1500,2008
16163,gmc,Sierra,2500 HD Crew Cab,2008
16199,gmc,Sierra,2500 HD Extended Cab,2008
16220,gmc,Sierra,1500 Extended Cab,2008
16260,gmc,Sierra,Denali Crew Cab,2008
16349,gmc,Sierra,3500 HD Crew Cab Work Truck,2008
16081,gmc,Sierra,Hybrid,2009
16215,gmc,Sierra,Denali Crew Cab Short,2009
16216,gmc,Sierra,1500 Crew Cab,2009
16351,gmc,Sierra,3500 HD Crew Cab SLT,2009
45009,gmc,Sierra,1500 Work Truck,2010
45010,gmc,Sierra,1500 SLE,2010
45011,gmc,Sierra,1500 SL,2010
45012,gmc,Sierra,1500 SLT,2010
45013,gmc,Sierra,1500 XFE,2010
45014,gmc,Sierra,1500 Denali,2010
48976,gmc,Sierra,1500 Work Truck,2012
48977,gmc,Sierra,1500 SLE,2012
48978,gmc,Sierra,1500 SL,2012
48979,gmc,Sierra,1500 SLT,2012
48980,gmc,Sierra,1500 XFE,2012
48981,gmc,Sierra,1500 Denali,2012
6861,chevrolet,Silverado,Hybrid 1500 Extended Cab LS 4WD,2005
6892,chevrolet,Silverado,1500 Crew Cab 4WD LT,2005
6980,chevrolet,Silverado,1500 Extended Cab 4WD Long,2005
7111,chevrolet,Silverado,SS,2005
7148,chevrolet,Silverado,Hybrid 1500 Extended Cab LS,2005
7380,chevrolet,Silverado,1500 HD Crew Cab T,2005
7645,chevrolet,Silverado,3500 Crew Cab,2005
7825,chevrolet,Silverado,,2005
7960,chevrolet,Silverado,1500 HD Crew Cab 4WD LS,2005
6820,chevrolet,Silverado,1500 Hybrid Extended Cab,2006
6874,chevrolet,Silverado,1500 Extended Cab,2006
7063,chevrolet,Silverado,,2006
7219,chevrolet,Silverado,1500 Regular Cab 4WD,2006
7227,chevrolet,Silverado,1500 Extended Cab 4WD,2006
7755,chevrolet,Silverado,3500 Crew Cab,2006
7811,chevrolet,Silverado,3500 Crew Cab 4WD,2006
7929,chevrolet,Silverado,1500 Crew Cab,2006
8097,chevrolet,Silverado,2500 HD Crew Cab 4WD,2006
8195,chevrolet,Silverado,1500 Regular Cab,2006
6822,chevrolet,Silverado,3500 HD Extended Cab Long,2007
6855,chevrolet,Silverado,1500 Crew Cab 4WD Short,2007
6973,chevrolet,Silverado,1500 Crew Cab Short,2007
6990,chevrolet,Silverado,1500 Regular Cab Long,2007
7037,chevrolet,Silverado,1500 Extended Cab 4WD Short,2007
7083,chevrolet,Silverado,1500 Extended Cab Short,2007
7204,chevrolet,Silverado,1500 Crew Cab Work Truck Short,2007
7235,chevrolet,Silverado,2500 HD Extended Cab,2007
7281,chevrolet,Silverado,,2007
7430,chevrolet,Silverado,1500 Extended Cab 4WD Long,2007
7482,chevrolet,Silverado,1500 Extended Cab 4WD Work Truck,2007
7513,chevrolet,Silverado,1500 Regular Cab 4WD,2007
7638,chevrolet,Silverado,2500 HD Regular Cab Work Truck Long,2007
7860,chevrolet,Silverado,2500 HD Extended Cab 4WD,2007
7993,chevrolet,Silverado,1500 Extended Cab Long,2007
8192,chevrolet,Silverado,3500 HD Crew Cab Long,2007
8246,chevrolet,Silverado,2500 HD Crew Cab 4WD,2007
6910,chevrolet,Silverado,1500 Regular Cab,2008
7018,chevrolet,Silverado,3500 HD Regular Cab,2008
7143,chevrolet,Silverado,3500 HD Crew Cab,2008
7214,chevrolet,Silverado,1500 Crew Cab,2008
7267,chevrolet,Silverado,1500 Extended Cab,2008
7496,chevrolet,Silverado,,2008
7635,chevrolet,Silverado,2500 HD Regular Cab,2008
8056,chevrolet,Silverado,2500 HD Extended Cab,2008
8142,chevrolet,Silverado,2500 HD Crew Cab,2008
8250,chevrolet,Silverado,3500 HD Extended Cab,2008
6952,chevrolet,Silverado,3500 HD Regular Cab 4WD Work Truck,2009
7045,chevrolet,Silverado,2500 HD Crew Cab 4WD,2009
7055,chevrolet,Silverado,3500 HD Crew Cab 4WD,2009
7089,chevrolet,Silverado,1500 Regular Cab Work Truck,2009
7184,chevrolet,Silverado,2500 HD Extended Cab,2009
7336,chevrolet,Silverado,1500 Crew Cab 4WD,2009
7455,chevrolet,Silverado,1500 Crew Cab,2009
7636,chevrolet,Silverado,,2009
8143,chevrolet,Silverado,1500 Hybrid Crew Cab 4WD HY1,2009
8165,chevrolet,Silverado,1500 Extended Cab 4WD,2009
44686,chevrolet,Silverado,1500 Work Truck,2010
44687,chevrolet,Silverado,1500 LT,2010
44688,chevrolet,Silverado,1500 LS,2010
44689,chevrolet,Silverado,1500 LTZ,2010
44690,chevrolet,Silverado,1500 XFE,2010
49652,chevrolet,Silverado,1500 Crew Cab,2010
49653,chevrolet,Silverado,1500 Crew Cab 4WD,2010
49654,chevrolet,Silverado,1500 Extended Cab 4WD,2010
49655,chevrolet,Silverado,1500 Hybrid Crew Cab 4WD HY1,2010
49656,chevrolet,Silverado,1500 Regular Cab Work Truck,2010
49657,chevrolet,Silverado,2500 HD Crew Cab 4WD,2010
49658,chevrolet,Silverado,2500 HD Extended Cab,2010
49659,chevrolet,Silverado,3500 HD Crew Cab 4WD,2010
49660,chevrolet,Silverado,3500 HD Regular Cab 4WD Work Truck,2010
44691,chevrolet,Silverado,1500 Work Truck,2011
44692,chevrolet,Silverado,1500 LT,2011
44693,chevrolet,Silverado,1500 LS,2011
44694,chevrolet,Silverado,1500 LTZ,2011
44695,chevrolet,Silverado,1500 XFE,2011
49661,chevrolet,Silverado,1500 Crew Cab,2011
49662,chevrolet,Silverado,1500 Crew Cab 4WD,2011
49663,chevrolet,Silverado,1500 Extended Cab 4WD,2011
49664,chevrolet,Silverado,1500 Hybrid Crew Cab 4WD HY1,2011
49665,chevrolet,Silverado,1500 Regular Cab Work Truck,2011
49666,chevrolet,Silverado,2500 HD Crew Cab 4WD,2011
49667,chevrolet,Silverado,2500 HD Extended Cab,2011
49668,chevrolet,Silverado,3500 HD Crew Cab 4WD,2011
49669,chevrolet,Silverado,3500 HD Regular Cab 4WD Work Truck,2011
48807,chevrolet,Silverado,1500 Work Truck,2012
48808,chevrolet,Silverado,1500 LT,2012
48809,chevrolet,Silverado,1500 LS,2012
48810,chevrolet,Silverado,1500 LTZ,2012
48811,chevrolet,Silverado,1500 XFE,2012
49670,chevrolet,Silverado,1500 Crew Cab,2012
49671,chevrolet,Silverado,1500 Crew Cab 4WD,2012
49672,chevrolet,Silverado,1500 Extended Cab V8 4WD ,2012
49673,chevrolet,Silverado,1500 Hybrid Crew Cab 4WD HY1,2012
49674,chevrolet,Silverado,1500 Regular Cab Work Truck,2012
49675,chevrolet,Silverado,2500 HD Crew Cab Work Truck 4WD,2012
49676,chevrolet,Silverado,2500 HD Extended Cab Work Truck,2012
49677,chevrolet,Silverado,3500 HD Crew Cab Work Truck,2012
49678,chevrolet,Silverado,3500 HD Regular Cab Work Truck 4WD ,2012
35500,saturn,Sky,Red Line,2007
35518,saturn,Sky,,2007
35497,saturn,Sky,Roadster,2008
35562,saturn,Sky,Red Line,2008
35598,saturn,Sky,,2008
35557,saturn,Sky,Red Line,2009
35563,saturn,Sky,,2009
35582,saturn,Sky,Roadster,2009
23946,mercedes-benz,SL,55 AMG Convertible Automatic,2005
24003,mercedes-benz,SL,600 Roadster,2005
24221,mercedes-benz,SL,500 Roadster,2005
24686,mercedes-benz,SL,65 AMG Roadster,2005
25063,mercedes-benz,SL,55 AMG Roadster,2005
25166,mercedes-benz,SL,600,2005
25206,mercedes-benz,SL,500,2005
25224,mercedes-benz,SL,55 AMG,2005
25395,mercedes-benz,SL,500 Convertible Automatic,2005
25765,mercedes-benz,SL,350,2005
24443,mercedes-benz,SL,350,2006
24536,mercedes-benz,SL,600,2006
24721,mercedes-benz,SL,500,2006
25009,mercedes-benz,SL,600 Roadster,2006
25367,mercedes-benz,SL,65 AMG,2006
25590,mercedes-benz,SL,55 AMG Roadster,2006
25620,mercedes-benz,SL,65 AMG Roadster,2006
25714,mercedes-benz,SL,500 Roadster,2006
24249,mercedes-benz,SL,600 Roadster,2007
24477,mercedes-benz,SL,500,2007
24628,mercedes-benz,SL,65 AMG Roadster,2007
25006,mercedes-benz,SL,600,2007
25360,mercedes-benz,SL,55 AMG,2007
25518,mercedes-benz,SL,65 AMG,2007
25588,mercedes-benz,SL,55 AMG Roadster,2007
25755,mercedes-benz,SL,500 Roadster,2007
23965,mercedes-benz,SL,550 Roadster,2008
24149,mercedes-benz,SL,500 Convertible Automatic,2008
24289,mercedes-benz,SL,55 AMG Roadster,2008
24451,mercedes-benz,SL,65 AMG Roadster,2008
24488,mercedes-benz,SL,600 Roadster,2008
24660,mercedes-benz,SL,500 Roadster,2008
24936,mercedes-benz,SL,65 AMG,2008
25010,mercedes-benz,SL,350,2008
25154,mercedes-benz,SL,55 AMG,2008
25259,mercedes-benz,SL,600,2008
25535,mercedes-benz,SL,500,2008
24301,mercedes-benz,SL,63 AMG,2009
24328,mercedes-benz,SL,600,2009
24624,mercedes-benz,SL,550 Roadster,2009
24937,mercedes-benz,SL,600 Roadster,2009
24947,mercedes-benz,SL,65 AMG,2009
25092,mercedes-benz,SL,63 AMG Roadster,2009
25583,mercedes-benz,SL,65 AMG Roadster,2009
25648,mercedes-benz,SL,65 AMG Black Series,2009
45551,mercedes-benz,SL,550,2011
45552,mercedes-benz,SL,63 AMG,2011
45553,mercedes-benz,SL,65 AMG,2011
49280,mercedes-benz,SL,550,2012
49281,mercedes-benz,SL,63 AMG,2012
25146,mercedes-benz,SLK,200 Kompressor,2005
25202,mercedes-benz,SLK,55 AMG Roadster,2005
25385,mercedes-benz,SLK,350 Roadster,2005
25466,mercedes-benz,SLK,55 AMG,2005
25615,mercedes-benz,SLK,350,2005
25626,mercedes-benz,SLK,280,2005
24059,mercedes-benz,SLK,350,2006
24376,mercedes-benz,SLK,55 AMG,2006
24439,mercedes-benz,SLK,200K,2006
25305,mercedes-benz,SLK,280 Roadster,2006
25471,mercedes-benz,SLK,350 Roadster,2006
25504,mercedes-benz,SLK,200K Automatic,2006
25607,mercedes-benz,SLK,200 Kompressor,2006
25692,mercedes-benz,SLK,350 A,2006
25716,mercedes-benz,SLK,280,2006
24143,mercedes-benz,SLK,350 Roadster,2007
24594,mercedes-benz,SLK,55 AMG Black Series,2007
24696,mercedes-benz,SLK,350,2007
25085,mercedes-benz,SLK,350 A,2007
25231,mercedes-benz,SLK,280 Roadster,2007
25549,mercedes-benz,SLK,200 Kompressor,2007
25705,mercedes-benz,SLK,55 AMG Roadster,2007
23956,mercedes-benz,SLK,200 Kompressor,2008
24294,mercedes-benz,SLK,280,2008
24295,mercedes-benz,SLK,280 Roadster,2008
24814,mercedes-benz,SLK,350 Roadster,2008
24873,mercedes-benz,SLK,200 K Roadster Automatic,2008
25107,mercedes-benz,SLK,200 K,2008
25236,mercedes-benz,SLK,55 AMG,2008
25252,mercedes-benz,SLK,55 AMG Roadster,2008
25400,mercedes-benz,SLK,320 Automatic,2008
25534,mercedes-benz,SLK,200 K Automatic,2008
25596,mercedes-benz,SLK,350,2008
24216,mercedes-benz,SLK,350 Roadster,2009
24846,mercedes-benz,SLK,55 AMG Roadster,2009
25458,mercedes-benz,SLK,300 Roadster,2009
45554,mercedes-benz,SLK,300,2010
45555,mercedes-benz,SLK,350,2010
45556,mercedes-benz,SLK,55 AMG,2010
45557,mercedes-benz,SLK,300,2011
45558,mercedes-benz,SLK,350,2011
49282,mercedes-benz,SLK,350,2012
45559,mercedes-benz,SLS,,2011
49283,mercedes-benz,SLS,AMG,2012
39912,toyota,Solara,,2005
18018,hyundai,Sonata,Sedan,2005
18318,hyundai,Sonata,2.7 V6 GLS H-Matic,2005
18404,hyundai,Sonata,2.4,2005
18426,hyundai,Sonata,GLS,2005
18427,hyundai,Sonata,LX,2005
18542,hyundai,Sonata,2.0 GLS,2005
18615,hyundai,Sonata,GLS Special,2005
18116,hyundai,Sonata,2.4 GLS,2006
18256,hyundai,Sonata,3.3 LX,2006
18447,hyundai,Sonata,2.4,2006
18459,hyundai,Sonata,,2006
18538,hyundai,Sonata,2.4 GL,2006
18561,hyundai,Sonata,2.0 GLS,2006
18582,hyundai,Sonata,2.7 V6 GLS,2006
17995,hyundai,Sonata,2.7 V6 GLS H-Matic,2007
18034,hyundai,Sonata,3.3 V6 GLS,2007
18045,hyundai,Sonata,3.3 SE XM,2007
18099,hyundai,Sonata,2.0 CRDi,2007
18315,hyundai,Sonata,3.3 LTD XM,2007
18421,hyundai,Sonata,2.4 GLS XM,2007
18439,hyundai,Sonata,2.4 Automatic,2007
18557,hyundai,Sonata,2.4,2007
18064,hyundai,Sonata,3.3 V6 GLS,2008
18124,hyundai,Sonata,2.4 GLS,2008
18210,hyundai,Sonata,2.0 CRDi,2008
18221,hyundai,Sonata,2.4 Automatic,2008
18234,hyundai,Sonata,2.4 Limited,2008
18243,hyundai,Sonata,2.4 SE,2008
18311,hyundai,Sonata,3.3 SE,2008
18433,hyundai,Sonata,3.3 GLS,2008
18498,hyundai,Sonata,2.7 V6 GLS H-Matic,2008
18520,hyundai,Sonata,Vivante 2.5 GLS,2008
18607,hyundai,Sonata,2.4,2008
18608,hyundai,Sonata,3.3 Limited,2008
18039,hyundai,Sonata,2.0 CRDi,2009
18149,hyundai,Sonata,2.4 GLS Automatic,2009
18151,hyundai,Sonata,3.3 GLS V6,2009
18204,hyundai,Sonata,Limited,2009
18281,hyundai,Sonata,2.4,2009
18336,hyundai,Sonata,SE V6,2009
18346,hyundai,Sonata,2.4 GLS,2009
18392,hyundai,Sonata,3.3 V6 GLS,2009
18436,hyundai,Sonata,2.0 GLS,2009
18449,hyundai,Sonata,2.4 SE,2009
18524,hyundai,Sonata,3.3 Limited V6,2009
45157,hyundai,Sonata,GLS,2010
45158,hyundai,Sonata,GLS PZEV,2010
45159,hyundai,Sonata,SE,2010
45160,hyundai,Sonata,SE PZEV,2010
45161,hyundai,Sonata,SE V6,2010
45162,hyundai,Sonata,Limited,2010
45163,hyundai,Sonata,Limited PZEV,2010
45164,hyundai,Sonata,Limited V6,2010
45165,hyundai,Sonata,GLS,2011
45166,hyundai,Sonata,GLS PZEV,2011
45167,hyundai,Sonata,SE,2011
45168,hyundai,Sonata,Limited,2011
45169,hyundai,Sonata,Limited PZEV,2011
45170,hyundai,Sonata,Hybrid,2011
49080,hyundai,Sonata,GLS,2012
49081,hyundai,Sonata,GLS PZEV,2012
49082,hyundai,Sonata,SE,2012
49083,hyundai,Sonata,Limited,2012
49084,hyundai,Sonata,Limited PZEV,2012
48812,chevrolet,Sonic,LS Hatchback,2012
48813,chevrolet,Sonic,LT Hatchback,2012
48814,chevrolet,Sonic,LTZ Hatchback,2012
48815,chevrolet,Sonic,LS Sedan,2012
48816,chevrolet,Sonic,LT Sedan,2012
48817,chevrolet,Sonic,LTZ Sedan,2012
20087,kia,Sorento,LX 4x4,2005
20133,kia,Sorento,2.4 LX,2005
20276,kia,Sorento,EX,2005
20355,kia,Sorento,2.5 CRDi Automatic,2005
20389,kia,Sorento,LX,2005
20399,kia,Sorento,2.5 CRDi EX,2005
20438,kia,Sorento,EX 4x4,2005
20444,kia,Sorento,2.4 EX,2005
20450,kia,Sorento,3.5 V6 EX,2005
20488,kia,Sorento,2.5 CRDi,2005
20504,kia,Sorento,2.5 CRDi LX,2005
20525,kia,Sorento,3.5 V6 Automatic,2005
20067,kia,Sorento,3.5 LX 4x4,2006
20103,kia,Sorento,3.5 LX,2006
20270,kia,Sorento,2.5 CRDi Automatic,2006
20335,kia,Sorento,3.5 EX 4x4,2006
20362,kia,Sorento,3.5 V6 Automatic,2006
20348,kia,Sorento,3.5 V6 Automatic,2007
20414,kia,Sorento,2.5 CRDi,2007
20506,kia,Sorento,3.8,2007
20124,kia,Sorento,2.5 CRDi LX,2008
20145,kia,Sorento,3.3 LX,2008
20189,kia,Sorento,2.5 CRDi Automatic,2008
20211,kia,Sorento,2.5 CDRI Automatic,2008
20216,kia,Sorento,L3.3 X 4x4,2008
20232,kia,Sorento,2.5 CRDi 4x4,2008
20260,kia,Sorento,2.5 CRDi 4x4 Automatic,2008
20282,kia,Sorento,2.5 CRDI,2008
20332,kia,Sorento,3.8 4x4 Automatic,2008
20333,kia,Sorento,3.8 EX,2008
20354,kia,Sorento,3.5 V6 Automatic,2008
20386,kia,Sorento,3.8 V6 Automatic,2008
20396,kia,Sorento,EX 4x4,2008
20413,kia,Sorento,3.3,2008
20526,kia,Sorento,3.8 V6 Automatic 4x4,2008
20538,kia,Sorento,3.8 Automatic,2008
20082,kia,Sorento,2.5 CRDi,2009
20165,kia,Sorento,3.3 V6,2009
20175,kia,Sorento,2.5 CRDi LX,2009
20178,kia,Sorento,3.8 4x4 Automatic,2009
20293,kia,Sorento,2.5 CDRi Automatic,2009
20341,kia,Sorento,2.5 CRDi 4x4,2009
20406,kia,Sorento,2.5 CRDi 4x4 Automatic,2009
45304,kia,Sorento,,2011
45305,kia,Sorento,LX,2011
45306,kia,Sorento,EX,2011
45307,kia,Sorento,SX,2011
49153,kia,Sorento,,2012
49154,kia,Sorento,LX,2012
49155,kia,Sorento,EX,2012
49156,kia,Sorento,SX,2012
45308,kia,Soul,,2010
45309,kia,Soul,+,2010
45310,kia,Soul,!,2010
45311,kia,Soul,Sport,2010
45312,kia,Soul,,2011
45313,kia,Soul,+,2011
45314,kia,Soul,!,2011
45315,kia,Soul,Sport,2011
49157,kia,Soul,,2012
49158,kia,Soul,+,2012
49159,kia,Soul,!,2012
20078,kia,Spectra,1.6 LS,2005
20135,kia,Spectra,2.0 LX,2005
20162,kia,Spectra,EX,2005
20329,kia,Spectra,2.0 SX,2005
20436,kia,Spectra,,2005
20259,kia,Spectra,SX,2006
20458,kia,Spectra,,2006
20511,kia,Spectra,EX,2006
20258,kia,Spectra,2.0 LX,2007
20395,kia,Spectra,2,2007
20099,kia,Spectra,2.0 SX,2008
20235,kia,Spectra,2.0LX,2008
20352,kia,Spectra,2.0 EX,2008
20435,kia,Spectra,2,2008
20121,kia,Spectra,EX,2009
20240,kia,Spectra,LX,2009
20378,kia,Spectra,SX,2009
20391,kia,Spectra,,2009
20236,kia,Spectra5,,2005
20349,kia,Spectra5,SX,2008
20112,kia,Sportage,2.0 Ruff & Tuff,2005
20184,kia,Sportage,2,2005
20279,kia,Sportage,2.0 CRDi,2005
20403,kia,Sportage,2.7 V6,2005
20097,kia,Sportage,2.7 LX,2006
20166,kia,Sportage,2.0 4x4 Automatic,2006
20194,kia,Sportage,2.7 LX 4WD,2006
20200,kia,Sportage,,2006
20271,kia,Sportage,2.0 4x4 CRDi,2006
20328,kia,Sportage,2.7 EX V6,2006
20338,kia,Sportage,2.0 LX,2006
20380,kia,Sportage,2.0 CRDi LX,2006
20404,kia,Sportage,2.7 EX V6 4WD,2006
20439,kia,Sportage,2.7 4x4 Automatic,2006
20473,kia,Sportage,2.0 4x4,2006
20131,kia,Sportage,2.0 LX,2007
20229,kia,Sportage,2.0 Automatic,2007
20273,kia,Sportage,2,2007
20275,kia,Sportage,2.0i 4x4 CRDi,2007
20331,kia,Sportage,2.0 CRDi,2007
20334,kia,Sportage,2.7i 4x4 Automatic,2007
20376,kia,Sportage,2.0i CRDi 4x4 Automatic,2007
20455,kia,Sportage,2.0 4x4 Automatic,2007
20465,kia,Sportage,2.0 4x4,2007
20467,kia,Sportage,2.0 2WD LX,2007
20534,kia,Sportage,2.7 V6,2007
20072,kia,Sportage,2.0 LX,2008
20107,kia,Sportage,LX V6,2008
20110,kia,Sportage,2.0 CRDi LX,2008
20142,kia,Sportage,EX 4WD,2008
20265,kia,Sportage,LX 4WD,2008
20303,kia,Sportage,2.7,2008
20461,kia,Sportage,EX,2008
20479,kia,Sportage,2.0 CRDi,2008
20071,kia,Sportage,2.0 L 2WD,2009
20079,kia,Sportage,2.0L Automatic,2009
20093,kia,Sportage,2.7 LX V6,2009
20125,kia,Sportage,2,2009
20137,kia,Sportage,2.7 LX V6 4WD,2009
20151,kia,Sportage,2.0 CRDi,2009
20171,kia,Sportage,2.7L Automatic 4x4,2009
20217,kia,Sportage,2.0 LX 4WD,2009
20241,kia,Sportage,2.0L Automatic 4x4,2009
